,workerId,trustSurvey,trustFactor
390,A2WN3818G61T2J,4,"good ,"
391,A1H9T8IN1JFPJF,6,"Most of the time me and the model had the same answer. However whenever it was very close the answers would differ. However I still felt I had a better understanding than the model. ,"
392,A32OC7D09RKA5I,4,","
393,A2CAMPAA7650H2,5,","
394,AWQP20VVZBLSF,2,"The machine learning didn't replicate the intuition of love and attractive as good as a human, with experience, could.,"
395,A23J9GGZBV4XBB,7,","
396,A3CI73EFDLS3OF,4,","
397,A171G343PK4DV5,5,"trust more,"
398,A8Q1O6MM5XRUK,2,","
399,A2EN9R04J4G85Y,4,"good survey,"
400,A95TGX0D97SXY,3,","
401,A2QY9S63WEOU8Y,4,"it is accurate,"
402,A1YR9MB3ZUAWYP,4,","
403,A37KUCVO09R832,5,","
404,A30CVB0SLB9OLN,6,"I figure an algorithm will be more accurate than a person making subjective choices.,"
405,A1J7B88OY9694M,6,","
406,A2OPYRV3GLAPS1,3,"I think the machine learning model is too quick to accept participant's own claims about what they find important in a date. I don't think the machine learning model is able to understand the way people unconsciously value certain factors, especially attractiveness, over others, even if they claim not to.,"
407,A1RH3X41J9J05R,3,"There were several times the machine would go against all evidence the data provided and gave the opposite answer of what the data was pointing to.,"
408,A1RJ2MDCODTRSG,6,","
409,A2GCNSW7Q5OZ9Z,5,","
410,A7R1OLLU1Z6RA,6,"I found that the computer agreed with me most of the time. ,"
411,A3S5XPHDMQ2ESR,7,","
412,AL7UTA8J27TFK,5,"I disagree on some of the profiles offered as to another date. I used my own experience to determine if I would want another date by the referenced scores.,"
413,A1EBVJWBNNPUFU,3,"I felt that near the end of the matches, the machine leaning model took more into consideration how much the participant stated they enjoyed the date and not at their stated interests.,"
414,A2NWE1P2HMDELQ,4,"I think it was doing the best with the information it was given, but sometimes algorithms don't fully understand human emotions.,"
415,A1BVG2A7NMJGJX,7,"I mostly trust the machines learning model because it seems to be mostly accurate.,"
416,A2WN3818G61T2J,6,"GOOD ,"
417,AL1HXJ9GG6BTY,7,"good,"
418,A17LF7GCAFYMSL,7,","
419,A1JMT7TW15X73N,7,"good,"
420,AYNX7JM38PMN9,6,"good,"
421,A36IKCEEOJ0KQ3,4,"good study,"
422,A2KXXMLDP58YB,4,"I disagreed probably 1/3 of the time with the model,"
423,A2A2K6NK6ZHD5Q,6,","
424,A1NKBLZ8HK0W7,4,"good,"
425,AHNQ780YSA0R3,3,"I am not sure I trust it as it didn’t seem to match with my predictions, which were based on the info.,"
426,A1BBZIR1PS3PF3,5,"I don't fully understand how the model makes its predictions so don't trust 100 percent,"
427,A2V1QUHY2KI01H,5,"I think that your machine learning model probably has some value, but can only be as good as it's programmer,"
428,A35TE5QRB5ECBN,3,"well,"
429,A27V13Q11KUFHM,4,","
430,A3CTXWISODY7D8,2,"I don't think it can predict people as well as I can. In the last part, after the break, we disagreed on almost every pairing.,"
431,A2RWQUBZT8BPY,6,","
432,AVQGY7FCU80XP,6,","
433,A3S5XPHDMQ2ESR,7,","
434,A1FNA7IS6HB59,4,"because AI can process more information more accurately ,"
435,A2E3SM3T01ENIR,5,"I trusted the machine on a few that I was unsure of, but I went with what I thought for the most part,"
436,A1RHBKSDCWZTUC,4,","
437,AZNFEOC5WRHZP,4,","
438,A241BQSV2LUZHU,5,","
439,A3HUW4JGUY1O8U,5,"good,"
440,A2MOC4PTJYY15B,4,","
441,A20FCMWP43CVIU,4,"it just is a computer so it doesn't factor in human nature and emotions,"
442,A1NAO6N7BEJWRN,3,","
443,A3DWL14MDONAJ,3,","
444,AWAHIWLMQ0HUQ,4,"The model seemed to be inconsistent in the way it chose it's answers especially as we got further and further into it.,"
445,A23UVI0SKMIXJX,5,"Sometimes, the learning machine seemed a little off, like when the person liked their date and rated them an 8, the machine said they probably don't want to see them again, which didn't make sense to me. Other than that, it made sense most of the time.,"
446,A3M9ZOPLZIQ2A,2,"good,"
447,A3I448WWTX2A2D,5,","
448,ARE37A8I60U7S,4,","
449,A2V9UA20Z3UPK9,4,","
450,AU75DIKTVX5GP,5,"Good feel please paid this hit thank you so much.,"
451,A2C4R0TBPZGWTD,7,","
452,A3IQN3EUP4K88K,4,","
453,A36P1ZQ0GYF567,3,","
454,AMOFA5LD0595O,4,"I trusted it somewhat. ,"
455,A37WH99V9ATO1G,5,","
456,A3TXO6RKFIDFUV,2,"I didn't trust the machine because it didn't seem to accurately predict the results based on my expectations.,"
457,A2DNEPVF6DTLGH,6,"For the most part that it was spot on. And it wasn't too far off from any of my judgments.,"
458,AZ5DGT67Y3ILC,6,","
459,A37VN02VTEQIQ7,4,","
460,AGI7ENPSGVTHL,5,","
461,A8E7N3LI9BGAF,3,","
462,A2VXI2UAVLGYJ2,6,"it was good,"
463,A2WN3818G61T2J,6,"good ,"
464,A55TVOL4JWIAY,4,"I think it seems to be fairly accurate, but there were a few times I disagreed because of how I interpreted the data.,"
465,ACFAEKNA01YZ,3,"good,"
466,A3A81642H2S2B,6,","
467,A2JV461I3AIXOH,4,"i agreed with the majority of the predictions.,"
468,A3M9X78HHDGM68,5,","
469,A2IJVS0FU5H2Y8,3,","
470,AMONQ9MU8EJ2,6,"The survey was very well,"
471,A2TVJTQ4VXATE6,4,","
472,A9AMSIWO0HFWI,6,"good,"
473,AQOVRSZF7V48D,5,"good,"
474,A6ID96LROZRL3,5,"I tried to base my decision on a number of different factors. Although I had some trust in the machine, since it agreed with me on a number of the different options, I also had more faith in myself, since I did not really know which variables the machine looks at to makes it judgement, nor did I know the its background regarding its accuracy rate. I rely more on my decisions rather than just a machine whose background I know very little about. Just because it is a machine does not mean that it is always right and knows better than a human. Not all machines are created equal.,"
475,A32MBHCM7HO4Y5,7,"it was really good study.,"
476,AI2HVOKDEHK2F,4,"well,"
477,A3DF5B7FEE2XMA,5,"Most of the time we agreed. When we didn't i couldn't see any reason for their choice,"
478,A3OYFV8J7YXU7U,2,"Good,"
479,ADGWLT9C1K501,5,","
480,AL77G9WNN2V1G,4,"none,"
481,AWJ2GZVCAN109,4,"I don't think attraction is something that can be mathematically modeled with 100% accuracy.  ,"
482,A1YIAB21ZCMYQJ,4,"The machine learning doesn't understand the dynamics of like and race and the I'd love to give him(her) another chance.,"
483,AEQ6KLNVTRKKR,4,"I think it was useful, helpful and trustworthy but I choose to make my own determination based on human emotions and what my instincts were which I didn't think the machine knew fully or very well.,"
484,A1UCDLTUO7FES9,7,","
485,A3BK3FRTQDW1S,4,"because machine can only make prediction according to data while humans can include other factor that machine cant. ,"
486,A1HAOXJVRYT43K,6,","
487,A3NQK6VK36A4GA,4,"The machine learning model does not seem to see not see certain subtle correlations between expectation and outcomes that are contrary to what the numbers say.,"
488,A3JI4ETY5NB7RQ,4,","
489,A37Y0IK0CSQ5N0,7,"good ,"
490,AKEMS83MHQJQO,5,","
491,A3K1UDTFV5RGH,5,","
492,A3A1PMZDFJD218,6,"GOOD,"
493,A3NLL1J9L9XVHC,6,","
494,A37WH99V9ATO1G,5,","
495,A13G80LP9PAUQB,5,"During the last half of the study, I thought I made very reasonable choices, but it seemed like the machine disagreed with me virtually every time. I am not sure what data the machine has used to learn to predict the outcomes, but it seems to me that we disagreed more than we agreed during the entirety of the survey. This caused me to trust the machine less than I did at the beginning of the survey. ,"
496,A39UVSJWKGVZI8,5,","
497,A2D773GY0L2LLP,2,"I just think a machine can't really determine something like human actions as well as an actual human can.,"
498,A1HMS8OBOCU4XM,6,","
499,ATWBCNQNSYE3N,6,"simply understand so i was trust machine learning model,"
500,AUB2Y2EREGBUZ,4,"I feel that the machine provides an educated guess, but that it’s not entirely accurate,"
501,A5HEZHBC72DV8,2,","
502,A1PZMXZGCW4KCT,5,"because I feel like a model that uses a-lot of stats to come to a conclusion is better then just one human brain.,"
503,AU5BD5NSSES9H,6,","
504,A3OWF5KP7KMUNX,5,","
505,A2NCWQFEB8XW22,6,","
506,A253ONP5G8TRLY,7,"good,"
507,,2,","
508,A1LVDT3ZC3FVSC,7,","
509,A3LA5P3N3KI8U7,4,"I feel like much of the time, the machine made some good predictions, but there were a few that didn't make any sense to me at all.,"
510,A3I7U672FYB5BM,5,","
511,A9VK6DKXQWNVB,5,"I tended to weigh the variables in the profiles with the most weight on the particpants overall enjoyment, then looking at the attributes that they factor with the most value in a successful date. I made a decision based on this when the weight of the scores was easy to determine in one direction. If it was ambiguous, or variables conflicted with each other, I tended to trust the AI,"
512,A1FSDT3D0RIY6,3,"very nice,"
513,A37X1GHLB2HCX7,5,"At first it seemed like it was accurate, only disagreeing when I was already unsure, but then after the break half way through it disagreed more which lowered my trust. ,"
514,A2E0LU8V4EUX5C,5,"the machine is a guide but dating in the real world is far different then mere statistics. it's a guide but a human\nshould not rely on it as the truth,"
515,A3QUAM5Y482D4U,6,","
516,A1YR9MB3ZUAWYP,4,"good ouetion,"
517,AEKJGGRKT7NDU,6,","
518,A3FNDNETRICIMU,7,","
519,ATHSYFTKV16OW,7,"good ,"
520,A5EX0U6S4HUQK,4,","
521,A2DJIVG3XD3QDS,7,"good task,"
522,A2QWVKYC4RSJKM,4,","
523,A3RH345508O6QG,6,","
524,A1RENDLC6BUY3O,5,","
525,A2VLVB9EI1D9B,6,"Not trust the predictions of our machine learning model?,"
526,AWPB724OHY99T,6,","
527,A3JOSSXBQRHEVW,5,","
528,A1N956KBC4G13I,4,"good,"
529,A1U9S0YAUVPK9I,5,"I trusted it for the main part some of them I kind of disagreed on whether or not they would be seen after the date again or not but overall I agreed with the computer,"
530,AMF6SLZMH4WK8,4,","
531,A3OITERGPA20M4,6,"good,"
532,A47LY43WG0AHG,7,"good,"
533,AHDZLY0XIQDJA,3,"45,"
534,A3KL5GY6TSG1XS,6,","
535,A2S591ZMEWMA5C,5,","
536,A3C4G077LRTC6D,3,"It seemed a bit too rigid in using single metrics to make a determination.,"
537,A1171IQSWQS0K8,3,"It looks like the model is only going off of one metric which is the lowest right hand number, which is how much the participant likes the date. You can like someone just fine but it won't necessarily turn into another date, especially when attractiveness is rated so low.,"
538,AEKJGGRKT7NDU,5,","
539,A3KNB1Z0ZFU048,4,","
540,A1WUJJCASTMOZ8,4,"good study,"
541,A3OYFV8J7YXU7U,3,"nice,"
542,A21H886K2FVNLG,4,","
543,A114JRUBJ5IN7D,1,","
544,A1E2564JNF0CVJ,6,"The machine learning model seems to usually agree with me when I am very confident with my initial answer, therefore I feel that it may have some additional insight in situations in which I am unsure of the outcome.,"
545,A2S9QLPDT01SVQ,3,","
546,A1V5VJE32G7HDE,3,"In this case there's more to making predictions aside from numeric values. Sometimes I went with a feeling or hunch. There were enough times when I thought the model was completely off that I didn't trust it.,"
547,A30LWF91IUAVSO,4,"I think the predictions got much worse as the task went on,"
548,,4,"asdf,"
549,A66GVEZ7BBLH,6,","
550,A1K35CNHGJEI9Q,6,","
551,A2VYOC73MZ0A0A,4,","
552,A18JA2145UWXG,5,","
553,A1IHSU4V83S0QP,5,"The model seems fairly accurate according to the numbers.   ,"
554,A6ZKY1ZWGJG5G,7,","
555,A39MFF42P2SCKC,5,"good one,"
556,AOM0H8JEJLQ70,7,","
557,A1ZV9JWSLFTV7G,4,"good survey,"
558,A1T208Y507O4RS,2,","
559,A2OD8TU5T3RYWY,5,"Good,"
560,A3FCZNB9E8K3CX,6,","
561,A1ONTPD4RQHVYK,4,"it was been learnable,"
562,AEEL6DE8FQSX6,3,","
563,AO32GL5867YY7,5,","
564,A244YWJ0CEW98W,6,","
565,A2K1LC6LTFM5NI,7,","
566,A21V0XKAAEAA9C,7,","
567,A17JJSJ85E2NVZ,4,"VERY NICE,"
568,A1A6W4BAOKSXLT,5,"good,"
569,A1YY9C43J4LJTF,5,"It is taking into account all the times there was a similar pairing and the results of it.,"
570,AQ4C8KG75JB2X,7,"Good survey,"
571,ASDVZRY6J7P5Z,4,","
572,A3KM7UZR16ASB9,5,"i only see their expectations and their reality.,"
573,A1A87B1CEGBFUK,4,"good,"
574,A1YBMB91RWFBH2,5,","
575,AO7SL9MQ09GRB,6,"cool,"
576,A1O57XVTTB1PNZ,4,"I liked that it forced me to go back and look again to try and assess why the learning model didn't agree with me, but most of those times, when I took another look, I didn't change my mind. I couldn't understand why it chose the opposite of what I chose. I wish I could have seen the logic behind the choices.,"
577,AIVCONP5S4OKQ,7,"good,"
578,A3UES2VBT2ZQSD,4,","
579,AJVGW8ZY3SWE4,4,","
580,A1RKHN69EI6ZPK,3,"It seems like the machine started being random; for example, when the ratings were super high on both counts, the machine would sometimes predict that they wouldn't want to see each other again, which intuitively seemed wrong.,"
581,A1ZEOAAKKV1NLP,4,"I gave a 4 since I felt strongly about a few in the second round that differed from the machine. Also, not sure if I will have time to comment elsewhere but on the attention check prediction screen, I chose my answer before I saw that it was an attention check and could not change the answer. I was staring at the charts and had gotten into a momentum. Want to ensure that I will still get paid.,"
582,A2LPAX5TMH2U4A,5,","
583,A2EN9R04J4G85Y,4,"good survey,"
584,A8T5YVT0QXTCY,2,"nice,"
585,A14UI4ATS88VDG,4,"There were multiple questions in the second half where I felt that the model was wrong,"
586,A1Z5LQ804DCO8S,6,","
587,A1N3I0V32IPHC9,5,"It seemed correct most of the time, but made a few questionable choices.,"
588,A34WIUP7WCM3WB,2,"I just didn't like some of the decisions it made.,"
589,AIVCONP5S4OKQ,7,"good,"
590,AHDZLY0XIQDJA,3,"its very best,"
591,A29IYYTS4YDXR7,3,"The machine learning model seems to be making rational decisions for one part of the study but then suddenly stars making decisions which disagree with previous patterns. ,"
592,A1PBRKFHSF1OF8,6,"It was usually in line with my prediction.  NOTE  The attention check question  I answered the first question before I realized it was an attention check.  I tried to go back to change my answer to reflect my attention, and it would not let me go back to change it.,"
593,A374SYNCQGB9B3,5,","
594,AGI7ENPSGVTHL,3,","
595,A1MLWVH0IE3HJ1,6,","
596,A2Q6L9LKSNU7EB,5,"with certain matches i think it was wrong but for the most part I think I agreed so i trusted its judgement,"
597,A2INUUEUK5K065,6,"Very interesting,"
598,A6ZWMPYCMBT0Y,4,"Some values seem off based on the numbers.  In other words, sometimes the characteristics score high, especially in the important areas, and the model still predicts a rejection.,"
599,A1KWZQMPW91O8D,7,"I trust the predictions of the machine learning model because it analysis all the information accurately. ,"
600,A1NKKZP1IV9VX5,7,"Good.,"
601,A2AEX0INK0IKNJ,5,"nil,"
602,ADGGBT9FSNCD4,5,","
603,ATHSYFTKV16OW,6,"the value is good ,"
604,ACTOOAHC9NMLC,3,"good,"
605,A3HP47BSJZYCQ0,2,"very nice,"
606,ACTOOAHC9NMLC,1,"good,"
607,A3QNKK90H9ITD,5,"I trust the machine predictions because it agrees with with me on 70% of my predictions and i think it is accurate to some extent.,"
608,A20J3ANTPHEX6N,5,"Machine dating works well for many apps that match candidates, so I imagine it's more capable than me!,"
609,A2OA3ZDP0Y3Q9U,4,","
610,A24BRTWG07T53Z,4,","
611,A37VBAMFEQKJO4,4,","
612,AIX7Y732EMEBL,5,"they have most to the answer is the correct in the study,"
613,A2I4IGK254BO37,5,","
614,A2N4DD7IS7EI2D,4,","
615,A1WUJJCASTMOZ8,5,"good study,"
616,A3OT28IPFMPCWV,6,","
617,A2QPRSD59FCQIP,6,"Good,"
618,A1HBZQTYFRGCRG,5,"During the first set of dates, the machine learning agreed with me, but during the second set it generally disagreed.,"
619,A33RXUWIS2JLBM,4,"I couldn't figure out the predictions by the machine,"
620,AIN1IFCMUNJ7N,5,"trust the predictions,"
621,APO6KZZ79PO9Q,5,","
622,A1PP1FS377QA79,3,"The machine model doesn't really understand how humans think.,"
623,A29PKMLH38N148,3,"I can't figure out how it's coming to the conclusions that it's generating. I saw the data in front of me and came to completely different conclusions for most of these dates. ,"
624,ACTOOAHC9NMLC,3,"good,"
625,A3KL5GY6TSG1XS,7,","
626,A38XRCVYVF4A31,4,"There seems to be more than just stats and percentages sometimes. It's just a human feel of the connection.,"
627,ASY5W2HJPIPF4,4,"I considered all factors, how important race was, then most notable how well they rated the date against what they are looking for. Finally I considered their overall score against what their expectations were before the date. I feel like if the date went better than expected, they would be more likely to want to see the other person again.,"
628,A3T45R6BZLS5MO,2,"It wasn't consistent so I'm not sure what algorithm it's using to decide the correct answer. It doesn't seem too accurate.,"
629,A3IAGHFA00V6MY,7,"I like your machine learning model.,"
630,A1JJNB108BPMRN,6,"Most of the time I agreed with the machine model. The few times we disagreed, I had been waffling on my decision anyway.,"
631,A3DAMHJMEWU6EV,4,","
632,A1XVI9MQKAADIJ,4,"I don't believe the machine can understand and match based upon personalities of the business each person is in and in age.,"
633,A3MTNLK7KQ89WE,6,"Very interesting ,"
634,A6J60N9Y87E4P,6,","
635,AMUNZX2LB9VLN,4,","
636,AHRM15WHLJRBX,7,"good,"
637,ABYFMKPTF0SHG,6,"very good,"
638,A3OT28IPFMPCWV,7,"the partner love and attreatnes,"
639,A2K2TC4OKSRLZB,4,"Well there ae things that I know for example people would over-weigh attractiveness than they would admit that I do not think the model is taking into account. ,"
640,A308FEI88TJ8WV,6,","
641,A21Y7K669KM1PR,3,"The model cannot have personal feelings.  Therefore it cannot be as accurate as a human.,"
642,A3N8AVZ8TEPCOY,6,","
643,AS4NIEQJWCG3M,4,","
644,A3PMOSBS4X5Y2M,5,","
645,A355V7HZR4DD9M,4,","
646,A2RHE12CJSKCRE,7,","
647,A3D220N3GKA5CB,6,"Good survey.,"
648,AKQAI78JTXXC9,4,"It seemed to disagree with me quite frequently on the first half, when it seemed obvious based on date satisfaction ratings of 8+ that people would want to continue seeing the other person.  However, the second half were much harder to interpret and the AI helped me decide a lot better on that part.,"
649,A2Z1CV3W8Q9P3N,3,"super,"
650,A39UVSJWKGVZI8,5,"its good,"
651,A15QJ05RG9EQWD,4,"good,"
652,A1TR615HGENX1M,4,"sometimes it just seemed like the machine learning was off and didn't take into consideration emotional factors like humans can.,"
653,A2NFZVM71SZYAK,6,"It seems pretty capable of making the guesses on par with mine. ,"
654,A1SLJZ7IB6BC1J,4,","
655,A34TGD419SW1SD,7,","
656,ACTOOAHC9NMLC,3,"good,"
657,A1G6F1HWIS2K2K,3,"I don't think the machine learning model has the capabilities to accurately predict human nature better than another human being.     ,"
658,A37PNAIK1TKLVS,3,"In the first round the predictions seemed to fall almost exactly in line with what I was thinking. In the second round, it seems like it prioritized certain aspects while ignoring others, like saying a rating of 3 on the \would make me happy\ metric would justify wanting to meet again.,"
659,A1GWYE8PRWT13G,3,"Machine algorithms can only do so much with raw data.  People change their mind all of the time, or maybe there was one small quirk that the person either loved, or disliked.  There would have been something in conversation that caught an eye, etc. ,"
660,A86784ML7U2WZ,4,","
661,A3D220N3GKA5CB,6,"Good survey.,"
662,AP746L76B1TJG,4,"I trust the machine can compare the the values that were giving to each attribute and make a decision. But only a human can understand a human.,"
663,AKCAFGXSMNQOA,3,"I think that AI can only do so much but i like to go with my gut still,"
664,A2KK59142CLU0W,3,"nice,"
665,A1UCDLTUO7FES9,7,","
666,AT5P2JKIUHFYP,5,"I trust the model a great deal but not entirely because it's a machine and making decisions completely based on an algorithm is not going to be 100 percent.,"
667,A7XOIQCYY2YCO,4,"I think the machine learning model is correct in some predictions but not in others. People are unpredictable.,"
668,A3JPWEQUCQNQDB,5,","
669,A2KNYJAZQKTJUN,4,","
670,A4J2C4RHGLYBE,7,","
671,A3V2XCDF45VN9X,5,","
672,A1ZV9JWSLFTV7G,5,"good ,"
673,A14MW5BIUAW2RP,4,"it was inconsistent.,"
674,AU27L09ZRRTAI,7,","
675,A1N2O9SRQSVL03,3,"My opinion often was different,"
676,A1PNTGXXC137FN,6,","
677,A3N26XSE6RUQ14,6,","
678,A3I448WWTX2A2D,6,"GOOD,"
679,A27861Q24LU68U,2,","
680,A1FJ9EGNO1DF60,5,"Sometimes the machine is wrong,"
681,A1DXUNU1I7TCJ6,3,"very nice in the survey,"
682,A19KCHXD8JOXE6,3,"GOOD,"
683,A23WCDJKAT0RN5,5,"In the first half of the survey (tasks 1-11?), I found that the machine learning model agreed with me most of the time. I tended to base my decision on how much the person liked the date, how much they expected to be happy with the date as a romantic partner,the person's desire for a date to be ambitious vs. how ambitious they actually found them to be, etc. In the latter half of the test, the machine learning didn't agree with me as much, even though I kept my standards the same. So, I lessened how much I trusted the machine.,"
684,A9EFAPTE9L83N,5,"it is unique and different,"
685,A3KJK9KIHLO226,3,","
686,A2AJWJ8D4AC2G1,6,"nice,"
687,ARFIYA5VJ3WRD,6,","
688,A3EZ3BRM1C5WKV,5,"I agreed with the machine a little over half of the time.,"
689,A8GPOQK34RDGL,4,"most of the predictions were correct while some were not,"
690,A3SN5J76ONNITZ,3,","
691,ASDVZRY6J7P5Z,4,","
692,A3KL5GY6TSG1XS,7,","
693,A1QAWECOJYKVO4,3,","
694,A3TDT0DEFRWDUR,7,","
695,A1A6P3VOR53H7D,4,","
696,AR5QVMHIITZSZ,5,"Sometimes I felt I knew for sure what the outcome would be, but the machine learning model disagreed with me. I suppose I feel as though I know better than the machine, but as I examined more scenarios I began to trust the learning model a little more. Instead of looking at the data, I started to think about whether the machine was thinking about how the data was entered (the same value over and over instead of more meaningful evaluations) to determine the outcome.,"
697,A5N551A5UQ4G2,3,","
698,A2SQNS3J389FRJ,4,"Well, the machine teneded to agree with my assessments most of the time, although differed on some. I trust at about a 4.,"
699,A1ZM9KUVLHIEA,3,"good,"
700,A3QJ1H9S36VDHJ,4,","
701,A2USSIJRYS39I4,3,","
702,A21FN64W9SGJI5,6,"I trust the machine because it has undergone vigorous and careful examination there by making it possible to dictate a good fit if a match would want to meet his or her date again ,"
703,A2XOZMLIERDFQR,3,"When I was on the fence about a decision I went with the machine learning model, but when it looked like the person had clearly had a good or bad date and the model said the opposite, I didn't go with it.,"
704,A30PFSEW4E2ZO8,6,","
705,AIGQ9VZPLYZ0A,7,","
706,AQ4C8KG75JB2X,5,"Good,"
707,A2INXY39KBM92F,3,","
708,A2I5512DS28BYM,7,"Several efforts to improve deep learning performance have been done through the years, but there are only few works done towards better understanding the models and their predictions, and whether they should be trusted ,"
709,AHRM15WHLJRBX,4,"good,"
710,AVYUXW572ZNO6,6,"good,"
711,A1NKKUJR11X0Q9,3,"no idea                                                                                ,"
712,A2JCY8PVLDOZ8P,3,"Based on the charts included in the reports is seemed off about 50% of the time based on what I assessed to be true. Granted, I don't have historic outcomes like the model presumably has to guide my decisions.,"
713,A3216AJ82AK8BE,5,","
714,ATZGYEI6Y0EO,5,"i feel the machine learning model is not accurate at all times so i trust it to some extent.,"
715,ABYFMKPTF0SHG,6,"why you trust/not trust the predictions of our machine learning model?,"
716,A12MZ6U9W9REX8,3,","
717,A11W6YR06JYK6P,5,"none,"
718,A393ZAAG3QGDJF,6,"good,"
719,A1TJNSTGAH0A9M,4,"The machine sometimes seems to make predictions that don't take the satisfaction of the participant with the date into account, and seems to rely a bit more on the evaluation. ,"
720,A12V9E1PFJB558,6,"good survey,"
721,A2UAYD8YU3Z75U,5,"that was nice one ,"
722,A250FES5PFCGK9,2,","
723,A1VF67FW7QPIUB,6,"good,"
724,A2852RLME6S2IX,5,","
725,AC8ETQXPDRR6P,5,"The machine learning model uses a more analytical approach and likely makes more accurate decisions based on a larger set of data.,"
726,A1N956KBC4G13I,4,"well,"
727,A3S5DTVF6EDJV5,5,"There are instances I do not agree with the machine learning model and decided/predicted based on what I think is the right answer. ,"
728,A3HVZC9Q4NQNXM,5,","
729,A2EN9R04J4G85Y,5,"good survey,"
730,A38EMARW218692,2,","
731,A2UBEPT605E8T2,3,"I did not trust it because it seemed a little finicky. ,"
732,A1QRPPCZ30ARB6,7,"good,"
733,A3R7L5UI9IEWGD,3,","
734,A21Q7FCKM86VL8,5,"If the machine seemed to consider what the person values the most in regard to the date lined up with a final yes or no. ,"
735,A3KZKXQZC9JU06,4,"nothing,"
736,ATU0GZBIS6AS4,5,","
737,A11CIU1WZ45LCW,4,"Its good,"
738,A1A87B1CEGBFUK,3,"good,"
739,AXXSVLXEE5WA4,7,"good,"
740,A1U43WUOJQBK5T,1,","
741,A2QO8TLJCJDXU2,1,"A machine cannot comprehend all that goes through a persons mind and why they choose the things they do. ,"
742,AVL8NX27320P,5,"I believe the calculations of the AI are correct and consistent.,"
743,A12MZ6U9W9REX8,2,","
744,A7L5FHBFIVN0T,7,"Because I like your machine learning model.,"
745,A2VYOC73MZ0A0A,5,","
746,A2EUOGFKVQ2JH3,5,"i predict because it is what i feel,"
747,ARB8SJAWXUWTD,4,"Some of the predictions seemed wrong based on how much the participant liked their date,"
748,A1VR1XQEQQXYUE,4,"they seemed off and pretty random,"
749,A1HOYM7PS5FXTQ,6,","
750,A1VFFUTXI4734W,3,","
751,A245CPNDUDHUYX,5,","
752,A1B2DFAMFTZCOS,4,","
753,A1YGDCIKWRTGUR,6,"well,"
754,APYDJN5TZN2LW,4,"Good,"
755,A2TCWXCSE8URHP,6,"INTERSTING,"
756,A2COOOQJ6FO63B,2,"Happiness is a major factor that plays a big role between people. YOu need to be a human to assess/establish the degree of happiness, which is the deciding factor. Happiness together outweighs every other variable here,"
757,A2DVT1QU9ZKVQB,3,"The machine learning model seemed to disagree on several that were clear to me - I was a bit surprised by the lack of agreement.,"
758,A207IHY6GERCFO,3,"it's too optimistic,"
759,AQOVRSZF7V48D,6,"i am very trust to selected the answer.,"
760,ATSCVR00ME11A,6,","
761,ALQ00D56A8U4I,5,","
762,AKZ47M6UFJZFI,6,","
763,A3J84UA7THFJGI,4,"I trusted them, when they agreed w/ my assesment, but during the second half of the experiment, the model started disagreeing with my opinion, so I lost a little trust in the model.,"
764,A47LY43WG0AHG,7,"good,"
765,AQKC1VIZAZ6VI,4,"I think love and relationships are more than just a formula you can punch into a computer. There is something to said about human intuition.,"
766,AWQ2DG8RUK1ZS,2,"I think it made some intentionally bad decisions to see if I would change my response so it can't be trusted.,"
767,A2FPRNORUS0A6S,4,","
768,A2J2M3916US68M,3,","
769,A1WS9UHL45VZ0X,4,"I feel like some of this is subjective, where a machine could not perform as well as a human being.,"
770,A36PRVA7D0YNHH,5,"i felt like it was off on some and i didn't agree with it,"
771,ACFAEKNA01YZ,5,"good,"
772,AWZL0OS5WK2SI,5,","
773,A2WDXNFZWJ6513,4,"I think that sometimes a machine cannot really make predictions about relationships between two people. I think that sometimes, I made the better choice even though the machine disagreed with me.,"
774,A3UV5XUM7L23FE,7,","
775,A1FMAQAJT2M7NU,6,"I have more trust from the love because many love can be strong i am also a lover to my husband.I know very well about love and their trust about the love very much.,"
776,AUQ79MANVDU9B,5,","
777,A35QG1M8RGDUPC,5,"I take the considerations into account for sure. There were some records that I directly disagreed with the IA on which reduced my overall trust for the system. ,"
778,A32W24TWSWXW,5,"It seemed like it was making the good decisions but I disagreed in a few places.,"
779,A2I5512DS28BYM,6,"s if the users do not trust a model or a prediction, they will not use it. ... Machine learning practitioners often have to select a model from a number of ,"
780,A3PHU8OHA8PONE,5,"i agreed most of the time but disagreed about 10% of the time. It did make me double guess myself and look back over the data a few times and sometimes I agreed and changed my answer and sometimes I kept my difference of opinion.  b,"
781,A3819RK0CXM0T9,2,"i do not put faith in a computer to really understand humans felling towards other people,"
782,A6MSCCA3XDTVC,6,","
783,APT0I9WGCQJVB,6,"GOOD,"
784,A1ZQUU79NZ7005,3,"good,"
785,A36GU3OHGLDS8R,5,","
786,AZESY5CBYRD0O,1,"When i looked at the graph i knew that i was right and it was wrong and that we had different looks on love.,"
787,A3JPJ8QOK89M9,5,","
788,A1YG4MA6SPSEW,6,","
789,A269MCW9TB4WTQ,4,"I think the learning machine is only going by a few of the attributes like fun and attractiveness.  It needs to look at everything together to get the bigger picture.,"
790,A2BF3A9KYSEFPO,3,"I based my predictions on my own preferences,"
791,A32V5DY9IYAM4R,5,"It seems like it would have at least somewhat of a good level of trusyworthiness,"
792,A2WAW9Z33LORCZ,4,","
793,A1WUJJCASTMOZ8,7,"good,"
