gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,21,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,4,1,'political science',40,10,10,10,10,20,15,15,25,25,20,0,8,9,8,9,9,4,4,8,2,10,0,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,0.68,7,3,0
female,21,21,European/Caucasian-American,European/Caucasian-American,1,4,1,'political science',20,15,20,15,12,18,15,15,25,25,20,0,8,9,8,9,9,10,8,8,9,8,8,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,0.62,7,10,1
female,21,22,European/Caucasian-American,European/Caucasian-American,1,4,1,'political science',25,40,15,10,5,5,15,15,25,25,20,0,8,9,8,9,9,6,9,10,7,9,4,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,0.33,7,7,0
female,21,22,European/Caucasian-American,European/Caucasian-American,1,4,1,'political science',25,25,25,15,5,5,15,15,25,25,20,0,8,9,8,9,9,8,6,6,7,5,6,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,-0.42,7,7,1
female,21,21,European/Caucasian-American,European/Caucasian-American,1,4,1,'political science',40,15,10,20,10,5,15,15,25,25,20,0,8,9,8,9,9,7,8,8,6,6,3,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,-0.31,7,6,0
female,21,19,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,4,1,'political science',25,10,20,20,10,15,15,15,25,25,20,0,8,9,8,9,9,4,8,7,3,7,0,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,0.54,7,5,0
female,21,22,European/Caucasian-American,Other,0,8,10,'Economics; Sociology',40,15,10,20,5,10,20,10,20,20,20,10,8,7,8,8,8,10,10,10,10,10,10,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,0.12,6,8,1
female,21,21,European/Caucasian-American,European/Caucasian-American,1,8,10,'Economics; Sociology',20,15,20,15,12,18,20,10,20,20,20,10,8,7,8,8,8,10,10,10,10,10,10,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,0.47,6,10,1
female,21,22,European/Caucasian-American,European/Caucasian-American,1,8,10,'Economics; Sociology',25,40,15,10,5,5,20,10,20,20,20,10,8,7,8,8,8,6,10,9,7,8,6,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,0.3,6,7,0
female,21,22,European/Caucasian-American,European/Caucasian-American,1,8,10,'Economics; Sociology',25,25,25,15,5,5,20,10,20,20,20,10,8,7,8,8,8,8,6,7,6,8,5,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,0,6,7,0
female,21,21,European/Caucasian-American,European/Caucasian-American,1,8,10,'Economics; Sociology',40,15,10,20,10,5,20,10,20,20,20,10,8,7,8,8,8,7,8,6,6,6,6,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,-0.5,6,8,0
female,19,22,'Latino/Hispanic American',European/Caucasian-American,0,5,2,Polish,25,25,25,15,5,5,50,15,10,10,10,5,8,10,10,10,10,8,10,9,10,8,7,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,-0.24,4,8,1
female,20,22,'Latino/Hispanic American',Other,0,1,4,English,40,15,10,20,5,10,10,10,35,35,8,2,6,8,8,8,9,7,8,7,8,8,5,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0.4,3,6,1
female,20,18,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,4,English,50,10,20,5,5,10,10,10,35,35,8,2,6,8,8,8,9,5,8,6,2,2,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,-0.31,3,4,0
female,20,22,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,4,English,40,10,10,10,10,20,10,10,35,35,8,2,6,8,8,8,9,2,1,4,1,6,0,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0.64,3,1,0
female,20,21,'Latino/Hispanic American',European/Caucasian-American,0,1,4,English,20,15,20,15,12,18,10,10,35,35,8,2,6,8,8,8,9,6,8,8,6,8,5,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0.53,3,5,1
female,20,22,'Latino/Hispanic American',European/Caucasian-American,0,1,4,English,25,40,15,10,5,5,10,10,35,35,8,2,6,8,8,8,9,8,10,8,7,8,6,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0.69,3,7,0
female,20,22,'Latino/Hispanic American',European/Caucasian-American,0,1,4,English,25,25,25,15,5,5,10,10,35,35,8,2,6,8,8,8,9,9,4,5,2,2,1,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,-0.36,3,2,0
female,20,21,'Latino/Hispanic American',European/Caucasian-American,0,1,4,English,40,15,10,20,10,5,10,10,35,35,8,2,6,8,8,8,9,8,7,8,6,5,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0,3,6,1
female,20,19,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,4,English,25,10,20,20,10,15,10,10,35,35,8,2,6,8,8,8,9,7,8,6,5,7,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,0.54,3,5,0
female,21,22,European/Caucasian-American,Other,0,8,1,'psychology and english',40,15,10,20,5,10,35,15,5,30,15,0,2,9,9,7,9,8,10,10,7,7,8,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,0.04,2,9,1
female,21,18,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,'psychology and english',50,10,20,5,5,10,35,15,5,30,15,0,2,9,9,7,9,9,10,7,5,10,9,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,-0.28,2,9,1
female,21,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,'psychology and english',40,10,10,10,10,20,35,15,5,30,15,0,2,9,9,7,9,4,6,7,6,6,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,0.83,2,5,0
female,21,21,European/Caucasian-American,European/Caucasian-American,1,8,1,'psychology and english',20,15,20,15,12,18,35,15,5,30,15,0,2,9,9,7,9,6,10,10,8,8,4,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,0.72,2,8,1
female,21,22,European/Caucasian-American,European/Caucasian-American,1,8,1,'psychology and english',25,40,15,10,5,5,35,15,5,30,15,0,2,9,9,7,9,8,7,10,7,10,9,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,0.14,2,9,1
female,21,22,European/Caucasian-American,European/Caucasian-American,1,8,1,'psychology and english',25,25,25,15,5,5,35,15,5,30,15,0,2,9,9,7,9,4,4,2,1,1,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,-0.36,2,1,0
female,21,21,European/Caucasian-American,European/Caucasian-American,1,8,1,'psychology and english',40,15,10,20,10,5,35,15,5,30,15,0,2,9,9,7,9,9,10,10,5,7,4,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,-0.15,2,9,1
female,21,19,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,'psychology and english',25,10,20,20,10,15,35,15,5,30,15,0,2,9,9,7,9,7,10,10,8,10,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,0.52,2,9,1
male,22,20,Other,Other,1,1,1,Law,15,15,20,25,10,15,40,15,10,20,5,10,7,10,8,8,8,9,9,9,9,9,9,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,-0.29,6,9,1
male,22,21,Other,European/Caucasian-American,0,1,1,Law,15,15,25,25,15,5,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.08,6,10,0
male,22,20,Other,'Black/African American',0,1,1,Law,20,20,20,20,10,10,40,15,10,20,5,10,7,10,8,8,8,6,10,7,7,7,7,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.48,6,8,0
male,22,21,Other,European/Caucasian-American,0,1,1,Law,20,10,30,20,15,5,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,-0.05,6,10,0
male,22,21,Other,European/Caucasian-American,0,1,1,Law,15,15,25,25,20,0,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.08,6,10,1
male,22,21,Other,European/Caucasian-American,0,1,1,Law,20,10,20,20,20,10,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.12,6,10,0
male,22,20,Other,'Latino/Hispanic American',0,1,1,Law,10,10,35,35,8,2,40,15,10,20,5,10,7,10,8,8,8,6,7,7,7,7,7,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.4,6,8,1
male,22,21,Other,European/Caucasian-American,0,1,1,Law,35,15,5,30,15,0,40,15,10,20,5,10,7,10,8,8,8,6,9,8,7,6,6,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.04,6,7,0
male,18,20,'Asian/Pacific Islander/Asian-American',Other,0,3,5,'Biomedical Engineering',15,15,20,25,10,15,50,10,20,5,5,10,8,7,7,7,8,9,7,7,6,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,-0.37,5,8,1
male,18,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,5,'Biomedical Engineering',15,15,25,25,15,5,50,10,20,5,5,10,8,7,7,7,8,6,5,5,4,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,-0.22,5,4,0
male,18,20,'Asian/Pacific Islander/Asian-American','Black/African American',0,3,5,'Biomedical Engineering',20,20,20,20,10,10,50,10,20,5,5,10,8,7,7,7,8,4,6,6,5,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,0.13,5,4,0
male,18,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,5,'Biomedical Engineering',20,10,30,20,15,5,50,10,20,5,5,10,8,7,7,7,8,4,5,4,4,5,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,0.07,5,4,0
male,18,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,5,'Biomedical Engineering',15,15,25,25,20,0,50,10,20,5,5,10,8,7,7,7,8,6,5,5,4,4,6,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,-0.41,5,4,0
male,18,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,5,'Biomedical Engineering',20,10,20,20,20,10,50,10,20,5,5,10,8,7,7,7,8,6,6,5,6,5,6,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,0.05,5,6,0
male,18,20,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,3,5,'Biomedical Engineering',10,10,35,35,8,2,50,10,20,5,5,10,8,7,7,7,8,9,6,8,5,7,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,-0.31,5,5,0
male,18,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,5,'Biomedical Engineering',35,15,5,30,15,0,50,10,20,5,5,10,8,7,7,7,8,5,4,5,4,5,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,-0.28,5,3,0
male,22,20,'Asian/Pacific Islander/Asian-American',Other,0,1,1,'Economics and Political Science',15,15,20,25,10,15,40,10,10,10,10,20,8,8,10,10,10,6,7,7,4,4,5,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.26,6,6,1
male,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Economics and Political Science',15,15,25,25,15,5,40,10,10,10,10,20,8,8,10,10,10,7,6,7,5,5,8,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.85,6,8,1
male,22,20,'Asian/Pacific Islander/Asian-American','Black/African American',0,1,1,'Economics and Political Science',20,20,20,20,10,10,40,10,10,10,10,20,8,8,10,10,10,5,6,8,7,7,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,-0.04,6,7,1
male,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Economics and Political Science',20,10,30,20,15,5,40,10,10,10,10,20,8,8,10,10,10,6,2,4,4,4,6,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.58,6,6,1
male,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Economics and Political Science',15,15,25,25,20,0,40,10,10,10,10,20,8,8,10,10,10,5,4,3,2,5,4,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.68,6,7,1
male,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Economics and Political Science',20,10,20,20,20,10,40,10,10,10,10,20,8,8,10,10,10,8,7,6,5,5,5,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.33,6,7,1
male,22,20,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,1,'Economics and Political Science',10,10,35,35,8,2,40,10,10,10,10,20,8,8,10,10,10,7,5,6,6,8,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.64,6,8,0
male,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Economics and Political Science',35,15,5,30,15,0,40,10,10,10,10,20,8,8,10,10,10,2,7,9,6,7,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,0.83,6,7,1
male,21,20,European/Caucasian-American,Other,0,3,1,'Art History/medicine',15,15,20,25,10,15,20,15,20,15,12,18,9,6,10,9,10,9,8,9,9,8,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.34,6,8,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',15,15,25,25,15,5,20,15,20,15,12,18,9,6,10,9,10,8,8,7,7,7,6,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.76,6,7,1
male,21,20,European/Caucasian-American,'Black/African American',0,3,1,'Art History/medicine',20,20,20,20,10,10,20,15,20,15,12,18,9,6,10,9,10,5,8,8,6,7,5,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,-0.1,6,5,0
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',20,10,30,20,15,5,20,15,20,15,12,18,9,6,10,9,10,10,10,9,10,9,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.71,6,10,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',15,15,25,25,20,0,20,15,20,15,12,18,9,6,10,9,10,10,10,10,10,10,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.62,6,10,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',20,10,20,20,20,10,20,15,20,15,12,18,9,6,10,9,10,10,5,6,10,10,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.47,6,10,1
male,21,19,European/Caucasian-American,'Latino/Hispanic American',0,3,1,'Art History/medicine',50,15,10,10,10,5,20,15,20,15,12,18,9,6,10,9,10,8,8,6,6,6,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.77,6,7,1
male,21,20,European/Caucasian-American,'Latino/Hispanic American',0,3,1,'Art History/medicine',10,10,35,35,8,2,20,15,20,15,12,18,9,6,10,9,10,9,8,7,8,7,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.53,6,7,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',35,15,5,30,15,0,20,15,20,15,12,18,9,6,10,9,10,4,6,6,5,4,2,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.72,6,3,0
male,22,20,European/Caucasian-American,Other,0,7,5,philosophy,15,15,20,25,10,15,25,40,15,10,5,5,9,10,9,9,9,7,8,7,6,6,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.3,6,6,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,15,15,25,25,15,5,25,40,15,10,5,5,9,10,9,9,9,6,8,9,9,8,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.44,6,7,1
male,22,20,European/Caucasian-American,'Black/African American',0,7,5,philosophy,20,20,20,20,10,10,25,40,15,10,5,5,9,10,9,9,9,6,7,7,6,7,7,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.6,6,6,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,20,10,30,20,15,5,25,40,15,10,5,5,9,10,9,9,9,5,7,6,6,6,5,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.4,6,5,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,15,15,25,25,20,0,25,40,15,10,5,5,9,10,9,9,9,7,6,8,9,7,7,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.33,6,7,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,20,10,20,20,20,10,25,40,15,10,5,5,9,10,9,9,9,7,7,7,7,7,8,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.3,6,7,0
male,22,20,European/Caucasian-American,'Latino/Hispanic American',0,7,5,philosophy,10,10,35,35,8,2,25,40,15,10,5,5,9,10,9,9,9,7,7,7,7,6,8,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.69,6,7,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,35,15,5,30,15,0,25,40,15,10,5,5,9,10,9,9,9,4,8,7,6,6,5,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.14,6,5,0
male,22,20,European/Caucasian-American,Other,0,1,1,'Mechanical Engineering',15,15,20,25,10,15,25,25,25,15,5,5,8,8,9,9,8,10,7,9,10,8,10,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.24,1,10,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Mechanical Engineering',15,15,25,25,15,5,25,25,25,15,5,5,8,8,9,9,8,5,5,5,5,5,5,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.28,1,5,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Mechanical Engineering',20,10,30,20,15,5,25,25,25,15,5,5,8,8,9,9,8,7,3,7,10,7,8,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.09,1,7,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Mechanical Engineering',15,15,25,25,20,0,25,25,25,15,5,5,8,8,9,9,8,7,7,7,7,5,5,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.42,1,7,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Mechanical Engineering',20,10,20,20,20,10,25,25,25,15,5,5,8,8,9,9,8,7,7,8,8,10,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,0,1,7,1
male,22,19,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'Mechanical Engineering',50,15,10,10,10,5,25,25,25,15,5,5,8,8,9,9,8,9,8,8,6,7,3,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.24,1,8,1
male,22,20,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'Mechanical Engineering',10,10,35,35,8,2,25,25,25,15,5,5,8,8,9,9,8,8,5,7,8,5,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.36,1,7,1
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Mechanical Engineering',35,15,5,30,15,0,25,25,25,15,5,5,8,8,9,9,8,5,8,7,0,5,0,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,-0.36,1,4,0
male,21,20,European/Caucasian-American,Other,0,3,1,Engineering,15,15,20,25,10,15,40,15,10,20,10,5,8,7,7,8,7,10,9,8,9,9,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,0.44,5,9,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,Engineering,15,15,25,25,15,5,40,15,10,20,10,5,8,7,7,8,7,7,9,9,8,8,8,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.09,5,7,1
male,21,20,European/Caucasian-American,'Black/African American',0,3,1,Engineering,20,20,20,20,10,10,40,15,10,20,10,5,8,7,7,8,7,7,9,9,8,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,0.34,5,7,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,Engineering,20,10,30,20,15,5,40,15,10,20,10,5,8,7,7,8,7,9,7,6,10,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.13,5,8,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,Engineering,15,15,25,25,20,0,40,15,10,20,10,5,8,7,7,8,7,7,7,7,7,8,6,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.31,5,6,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,Engineering,20,10,20,20,20,10,40,15,10,20,10,5,8,7,7,8,7,8,8,9,9,7,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.5,5,8,1
male,21,20,European/Caucasian-American,'Latino/Hispanic American',0,3,1,Engineering,10,10,35,35,8,2,40,15,10,20,10,5,8,7,7,8,7,8,8,10,10,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,0,5,8,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,Engineering,35,15,5,30,15,0,40,15,10,20,10,5,8,7,7,8,7,6,9,7,7,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.15,5,5,0
male,19,20,'Asian/Pacific Islander/Asian-American',Other,0,4,1,'Computer Science',15,15,20,25,10,15,25,10,20,20,10,15,4,6,4,6,6,5,5,5,5,5,5,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.35,5,5,0
male,19,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,1,'Computer Science',15,15,25,25,15,5,25,10,20,20,10,15,4,6,4,6,6,5,5,5,5,5,5,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.45,5,5,0
male,19,20,'Asian/Pacific Islander/Asian-American','Black/African American',0,4,1,'Computer Science',20,20,20,20,10,10,25,10,20,20,10,15,4,6,4,6,6,5,5,5,5,5,5,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.13,5,5,0
male,19,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,1,'Computer Science',15,15,25,25,20,0,25,10,20,20,10,15,4,6,4,6,6,5,5,5,5,5,5,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.54,5,5,0
male,19,20,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,4,1,'Computer Science',10,10,35,35,8,2,25,10,20,20,10,15,4,6,4,6,6,6,6,7,6,6,2,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0.54,5,5,0
female,21,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,2,4,Law,19,18,19,18,14,12,15,20,20,15,15,15,6,8,8,8,7,5,8,9,8,5,7,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,0.16,3,7,1
female,21,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,4,Law,33.33,11.11,11.11,11.11,11.11,22.22,15,20,20,15,15,15,6,8,8,8,7,4,9,7,6,5,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,0.5,3,6,0
female,25,27,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,35,20,20,20,0,5,35,10,35,10,10,0,8,9,8,9,8,7,9,10,7,8,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.24,4,8,0
female,25,22,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,60,0,0,40,0,0,35,10,35,10,10,0,8,9,8,9,8,9,7,9,8,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.14,4,8,0
female,25,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,4,Economics,19,18,19,18,14,12,35,10,35,10,10,0,8,9,8,9,8,7,9,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0.09,4,8,0
female,25,23,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,30,5,15,40,5,5,35,10,35,10,10,0,8,9,8,9,8,9,7,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.04,4,8,0
female,25,24,European/Caucasian-American,'Latino/Hispanic American',0,8,4,Economics,30,10,20,10,10,20,35,10,35,10,10,0,8,9,8,9,8,9,10,10,10,10,10,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.14,4,9,0
female,25,25,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,50,0,30,10,0,10,35,10,35,10,10,0,8,9,8,9,8,8,10,10,7,9,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.3,4,8,0
female,25,30,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,35,15,25,10,5,10,35,10,35,10,10,0,8,9,8,9,8,8,9,10,7,7,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.26,4,8,0
female,25,27,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,33.33,11.11,11.11,11.11,11.11,22.22,35,10,35,10,10,0,8,9,8,9,8,7,9,9,8,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0.29,4,8,0
female,25,28,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,50,0,25,10,0,15,35,10,35,10,10,0,8,9,8,9,8,9,9,9,9,9,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.15,4,9,0
female,25,24,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,100,0,0,0,0,0,35,10,35,10,10,0,8,9,8,9,8,8,7,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.47,4,8,0
female,21,27,European/Caucasian-American,European/Caucasian-American,1,8,1,Law,35,20,20,20,0,5,20,5,25,25,10,15,6,3,6,10,8,5,8,8,2,2,2,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.43,7,7,0
female,21,22,European/Caucasian-American,European/Caucasian-American,1,8,1,Law,60,0,0,40,0,0,20,5,25,25,10,15,6,3,6,10,8,8,6,6,5,5,5,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,7,6,0
